CPI,UTKZ,UTKX,UTLB,UTKT,ABJS,PLLU,IUQAAMIH,Bank Rate,XUQAERG,XUQAUSG,XUQABK67,retail,wholesale,other,ABJR,UTID,UTIT,UTIL,UTIP,TMMI,BOKI,ELBJ,DYDC,MGRZ,ABMI,NRJR,CPI1,CPI2,CPI3,UTKZ1,UTKZ2,UTKZ3,UTKX1,UTKX2,UTKX3,UTLB1,UTLB2,UTLB3,UTKT1,UTKT2,UTKT3,ABJS1,ABJS2,ABJS3,PLLU1,PLLU2,PLLU3,IUQAAMIH1,IUQAAMIH2,IUQAAMIH3,Bank Rate1,Bank Rate2,Bank Rate3,XUQAERG1,XUQAERG2,XUQAERG3,XUQAUSG1,XUQAUSG2,XUQAUSG3,XUQABK671,XUQABK682,XUQABK693,retail1,retail2,retail3,wholesale1,wholesale2,wholesale3,other1,other2,other3,ABJR1,ABJR2,ABJR3,UTID1,UTID2,UTID3,UTIT1,UTIT2,UTIT3,UTIL1,UTIL2,UTIL3,UTIP1,UTIP2,UTIP3,TMMI1,TMMI2,TMMI3,BOKI1,BOKI2,BOKI3,ELBJ1,ELBJ2,ELBJ3,DYDC1,DYDC2,DYDC3,MGRZ1,MGRZ2,MGRZ3,ABMI1,ABMI2,ABMI3,NRJR1,NRJR2,NRJR3
1.36427764,-0.004548909,-0.009052083,0.023970108,-0.001886544,-0.002640255,-0.00118553,0,0.042559614,-0.021061033,0.0305618,0.008027122,-0.064,0.719,0.007,0.010391886,0.040127555,0.023528756,-0.002261061,0.007164889,0.083107911,-0.081082017,-0.127870344,-0.004425792,-0.003380087,0.001662364,0.013407041,-0.547946576,0.685403643,0,-0.003030305,-0.016893725,0.012153984,0.01055021,-0.006079,-0.0015721,-0.0154728,0.0152285,-0.0190425,-0.00786709,0.004431276,-0.015860444,-0.001314925,-0.007915609,0.003934183,-0.007157017,0.007128671,0.001195451,0,0.023046884,0.081425137,0,0,0.044451763,-0.010825872,-0.030268106,-0.030406438,0.017182952,0.026435219,0.023349699,-0.016426137,-0.012019691,0.016433158,0.877,-0.388,0.044,-0.202,-2.534,0.964,6.146,-0.339,-3.162,0.009452026,0.002600544,0.019031168,0.017219016,0.021562607,0.032404526,0.030404409,0.02524459,0.050568696,0.001423035,-0.001054914,0.017320104,0.006059787,-0.003718417,0.012042011,-0.001708915,0.015948935,0.054915758,0.173848234,0.079440209,0.055528142,0.167054085,0.125208919,0.095808358,0.001481965,0.007138411,-0.007215672,-0.000704185,0.00240355,-0.002350768,0.002802775,0.006094798,0.008403925,0.018256367,0.017320627,0.006777803
0,0.024113114,-0.001498128,-0.009674006,0.009327936,0.011849958,-0.00829037,-0.024378079,-0.042559614,0.045212923,0.001761266,-0.020196043,1.966,1.381,-2.365,0.005406028,0.047119916,0.013726204,0.008897405,-0.005506375,0.04131715,0.122254213,0.083561178,-0.001167792,0.002900292,0.013118389,0.007385524,1.36427764,-0.547946576,0.685403643,-0.004548909,-0.003030305,-0.016893725,-0.0090521,0.01055021,-0.006079,0.02397011,-0.0154728,0.0152285,-0.001886544,-0.00786709,0.004431276,-0.002640255,-0.001314925,-0.007915609,-0.00118553,-0.007157017,0.007128671,0,0,0.023046884,0.042559614,0,0,-0.021061033,-0.010825872,-0.030268106,0.0305618,0.017182952,0.026435219,0.008027122,-0.016426137,-0.012019691,-0.064,0.877,-0.388,0.719,-0.202,-2.534,0.007,6.146,-0.339,0.010391886,0.009452026,0.002600544,0.040127555,0.017219016,0.021562607,0.023528756,0.030404409,0.02524459,-0.002261061,0.001423035,-0.001054914,0.007164889,0.006059787,-0.003718417,0.083107911,-0.001708915,0.015948935,-0.081082017,0.173848234,0.079440209,-0.127870344,0.167054085,0.125208919,-0.004425792,0.001481965,0.007138411,-0.003380087,-0.000704185,0.00240355,0.001662364,0.002802775,0.006094798,0.013407041,0.018256367,0.017320627
0.135409635,-0.019564206,0.008941937,0.000613136,0.002339049,-0.007894778,0.010669869,-0.087522294,-0.044451763,-0.027062557,0.035099158,0.011059959,-1.833,-2.176,9.435,0.007669543,-0.005011237,0.039805899,-0.011701514,0.007292935,-0.048795198,0.176952084,0.153091661,0.003356295,0.000353808,0.007838013,-0.003330638,0,1.36427764,-0.547946576,0.024113114,-0.004548909,-0.003030305,-0.0014981,-0.0090521,0.01055021,-0.009674,0.02397011,-0.0154728,0.009327936,-0.001886544,-0.00786709,0.011849958,-0.002640255,-0.001314925,-0.00829037,-0.00118553,-0.007157017,-0.024378079,0,0,-0.042559614,0.042559614,0,0.045212923,-0.021061033,-0.010825872,0.001761266,0.0305618,0.017182952,-0.020196043,0.008027122,-0.016426137,1.966,-0.064,0.877,1.381,0.719,-0.202,-2.365,0.007,6.146,0.005406028,0.010391886,0.009452026,0.047119916,0.040127555,0.017219016,0.013726204,0.023528756,0.030404409,0.008897405,-0.002261061,0.001423035,-0.005506375,0.007164889,0.006059787,0.04131715,0.083107911,-0.001708915,0.122254213,-0.081082017,0.173848234,0.083561178,-0.127870344,0.167054085,-0.001167792,-0.004425792,0.001481965,0.002900292,-0.003380087,-0.000704185,0.013118389,0.001662364,0.002802775,0.007385524,0.013407041,0.018256367
0,0.004460974,-0.008941937,-0.001658778,0.002390885,0,-0.007121669,-0.059540593,-0.146603474,0.010307943,-0.009316961,0.000326471,1.543,3.263,-4.651,0.015815575,0.033805855,0.0230226,0.008905613,0.010916401,0.056617924,-0.09353093,-0.037808475,0.001867278,-0.002747636,0.007422969,0.012074558,0.135409635,0,1.36427764,-0.019564206,0.024113114,-0.004548909,0.00894194,-0.0014981,-0.0090521,0.00061314,-0.009674,0.02397011,0.002339049,0.009327936,-0.001886544,-0.007894778,0.011849958,-0.002640255,0.010669869,-0.00829037,-0.00118553,-0.087522294,-0.024378079,0,-0.044451763,-0.042559614,0.042559614,-0.027062557,0.045212923,-0.021061033,0.035099158,0.001761266,0.0305618,0.011059959,-0.020196043,0.008027122,-1.833,1.966,-0.064,-2.176,1.381,0.719,9.435,-2.365,0.007,0.007669543,0.005406028,0.010391886,-0.005011237,0.047119916,0.040127555,0.039805899,0.013726204,0.023528756,-0.011701514,0.008897405,-0.002261061,0.007292935,-0.005506375,0.007164889,-0.048795198,0.04131715,0.083107911,0.176952084,0.122254213,-0.081082017,0.153091661,0.083561178,-0.127870344,0.003356295,-0.001167792,-0.004425792,0.000353808,0.002900292,-0.003380087,0.007838013,0.013118389,0.001662364,-0.003330638,0.007385524,0.013407041
0.808629743,-0.020916095,-0.007446051,0.002155229,0.008119533,-0.010540282,-0.001206755,-0.177998314,-0.171850257,0.003931588,0.007425052,0.003739747,0.412,1.957,-0.109,0.011657688,0.017940784,0.02726166,0.014608461,0.008122871,0.025739797,-0.060260886,-0.16969461,-0.005525372,0.002881452,0.004445624,0.015264929,0,0.135409635,0,0.004460974,-0.019564206,0.024113114,-0.0089419,0.00894194,-0.0014981,-0.0016588,0.00061314,-0.009674,0.002390885,0.002339049,0.009327936,0,-0.007894778,0.011849958,-0.007121669,0.010669869,-0.00829037,-0.059540593,-0.087522294,-0.024378079,-0.146603474,-0.044451763,-0.042559614,0.010307943,-0.027062557,0.045212923,-0.009316961,0.035099158,0.001761266,0.000326471,0.011059959,-0.020196043,1.543,-1.833,1.966,3.263,-2.176,1.381,-4.651,9.435,-2.365,0.015815575,0.007669543,0.005406028,0.033805855,-0.005011237,0.047119916,0.0230226,0.039805899,0.013726204,0.008905613,-0.011701514,0.008897405,0.010916401,0.007292935,-0.005506375,0.056617924,-0.048795198,0.04131715,-0.09353093,0.176952084,0.122254213,-0.037808475,0.153091661,0.083561178,0.001867278,0.003356295,-0.001167792,-0.002747636,0.000353808,0.002900292,0.007422969,0.007838013,0.013118389,0.012074558,-0.003330638,0.007385524
0.134138182,0.035873207,0.008939703,-0.004823315,-0.008127452,0.019769088,0.003572132,-0.056025828,0,-0.004890745,0.030857416,0.005486206,0.064,-1.27,3.617,0.005151018,0.008329011,0.043720696,-0.005186947,0.000979726,-0.028040143,0.068232665,0.103242075,-0.000230891,-0.003385973,0.004738205,0.00775849,0.808629743,0,0.135409635,-0.020916095,0.004460974,-0.019564206,-0.0074461,-0.0089419,0.00894194,0.00215523,-0.0016588,0.00061314,0.008119533,0.002390885,0.002339049,-0.010540282,0,-0.007894778,-0.001206755,-0.007121669,0.010669869,-0.177998314,-0.059540593,-0.087522294,-0.171850257,-0.146603474,-0.044451763,0.003931588,0.010307943,-0.027062557,0.007425052,-0.009316961,0.035099158,0.003739747,0.000326471,0.011059959,0.412,1.543,-1.833,1.957,3.263,-2.176,-0.109,-4.651,9.435,0.011657688,0.015815575,0.007669543,0.017940784,0.033805855,-0.005011237,0.02726166,0.0230226,0.039805899,0.014608461,0.008905613,-0.011701514,0.008122871,0.010916401,0.007292935,0.025739797,0.056617924,-0.048795198,-0.060260886,-0.09353093,0.176952084,-0.16969461,-0.037808475,0.153091661,-0.005525372,0.001867278,0.003356295,0.002881452,-0.002747636,0.000353808,0.004445624,0.007422969,0.007838013,0.015264929,0.012074558,-0.003330638
0.534760633,-0.013518364,-0.007481694,0.003738405,-0.000843249,-0.009228806,0.007158504,0,0,0.017777706,-0.038121601,-0.009546377,1.525,0.435,-1.478,0.011597397,0.010390656,0.03922314,0.014309726,0.004825815,0.019337208,0.095121503,0.154464602,0.00335869,0.005096512,0.006573438,0.012279413,0.134138182,0.808629743,0,0.035873207,-0.020916095,0.004460974,0.0089397,-0.0074461,-0.0089419,-0.0048233,0.00215523,-0.0016588,-0.008127452,0.008119533,0.002390885,0.019769088,-0.010540282,0,0.003572132,-0.001206755,-0.007121669,-0.056025828,-0.177998314,-0.059540593,0,-0.171850257,-0.146603474,-0.004890745,0.003931588,0.010307943,0.030857416,0.007425052,-0.009316961,0.005486206,0.003739747,0.000326471,0.064,0.412,1.543,-1.27,1.957,3.263,3.617,-0.109,-4.651,0.005151018,0.011657688,0.015815575,0.008329011,0.017940784,0.033805855,0.043720696,0.02726166,0.0230226,-0.005186947,0.014608461,0.008905613,0.000979726,0.008122871,0.010916401,-0.028040143,0.025739797,0.056617924,0.068232665,-0.060260886,-0.09353093,0.103242075,-0.16969461,-0.037808475,-0.000230891,-0.005525372,0.001867278,-0.003385973,0.002881452,-0.002747636,0.004738205,0.004445624,0.007422969,0.00775849,0.015264929,0.012074558
0,0.004341772,0.008986545,-0.000947888,-0.005820453,0.002621233,-0.007152815,0,0,0.024426508,-0.046924738,0.012674857,0.651,2.072,-1.513,0.006887223,0.008778093,0.01982285,0.012196457,0.000617013,-0.019136968,0.006949298,0.006717402,-0.00053539,-0.004809087,0.007551195,-0.003652494,0.534760633,0.134138182,0.808629743,-0.013518364,0.035873207,-0.020916095,-0.0074817,0.0089397,-0.0074461,0.00373841,-0.0048233,0.00215523,-0.000843249,-0.008127452,0.008119533,-0.009228806,0.019769088,-0.010540282,0.007158504,0.003572132,-0.001206755,0,-0.056025828,-0.177998314,0,0,-0.171850257,0.017777706,-0.004890745,0.003931588,-0.038121601,0.030857416,0.007425052,-0.009546377,0.005486206,0.003739747,1.525,0.064,0.412,0.435,-1.27,1.957,-1.478,3.617,-0.109,0.011597397,0.005151018,0.011657688,0.010390656,0.008329011,0.017940784,0.03922314,0.043720696,0.02726166,0.014309726,-0.005186947,0.014608461,0.004825815,0.000979726,0.008122871,0.019337208,-0.028040143,0.025739797,0.095121503,0.068232665,-0.060260886,0.154464602,0.103242075,-0.16969461,0.00335869,-0.000230891,-0.005525372,0.005096512,-0.003385973,0.002881452,0.006573438,0.004738205,0.004445624,0.012279413,0.00775849,0.015264929
0.664454272,-0.002989831,-8.96E-06,0.005531782,0.019799446,0.002600711,0.003567891,0,0,0.010121985,0.001938134,0.005014607,-0.303,-1.448,2.081,0.006490474,0.004690327,0.01217797,0.006090836,0.006033123,-0.008041052,0.134142254,0.162568155,-0.003511771,0.006173405,0.008927805,-0.002212734,0,0.534760633,0.134138182,0.004341772,-0.013518364,0.035873207,0.00898654,-0.0074817,0.0089397,-0.0009479,0.00373841,-0.0048233,-0.005820453,-0.000843249,-0.008127452,0.002621233,-0.009228806,0.019769088,-0.007152815,0.007158504,0.003572132,0,0,-0.056025828,0,0,0,0.024426508,0.017777706,-0.004890745,-0.046924738,-0.038121601,0.030857416,0.012674857,-0.009546377,0.005486206,0.651,1.525,0.064,2.072,0.435,-1.27,-1.513,-1.478,3.617,0.006887223,0.011597397,0.005151018,0.008778093,0.010390656,0.008329011,0.01982285,0.03922314,0.043720696,0.012196457,0.014309726,-0.005186947,0.000617013,0.004825815,0.000979726,-0.019136968,0.019337208,-0.028040143,0.006949298,0.095121503,0.068232665,0.006717402,0.154464602,0.103242075,-0.00053539,0.00335869,-0.000230891,-0.004809087,0.005096512,-0.003385973,0.007551195,0.006573438,0.004738205,-0.003652494,0.012279413,0.00775849
0.132362693,-0.00580762,0.00444544,-0.00497141,-0.014030897,-0.003920708,0.002361223,-0.037390389,-0.064538521,0.042355484,-0.045316316,-0.026162427,-0.509,-0.692,0.441,0.006977555,0.030428011,0.023747741,0.000638988,0.001425278,0.016117272,-0.20136756,-0.204387497,0.002524112,-0.006636398,0.00655188,0.002260783,0.664454272,0,0.534760633,-0.002989831,0.004341772,-0.013518364,-8.96E-06,0.00898654,-0.0074817,0.00553178,-0.0009479,0.00373841,0.019799446,-0.005820453,-0.000843249,0.002600711,0.002621233,-0.009228806,0.003567891,-0.007152815,0.007158504,0,0,0,0,0,0,0.010121985,0.024426508,0.017777706,0.001938134,-0.046924738,-0.038121601,0.005014607,0.012674857,-0.009546377,-0.303,0.651,1.525,-1.448,2.072,0.435,2.081,-1.513,-1.478,0.006490474,0.006887223,0.011597397,0.004690327,0.008778093,0.010390656,0.01217797,0.01982285,0.03922314,0.006090836,0.012196457,0.014309726,0.006033123,0.000617013,0.004825815,-0.008041052,-0.019136968,0.019337208,0.134142254,0.006949298,0.095121503,0.162568155,0.006717402,0.154464602,-0.003511771,-0.00053539,0.00335869,0.006173405,-0.004809087,0.005096512,0.008927805,0.007551195,0.006573438,-0.002212734,-0.003652494,0.012279413
0.52770571,-0.001444044,-0.01040234,0.003999179,-0.010907742,-0.002602473,-0.005922078,-0.027148132,0,0.041608945,-0.041034751,-0.026487461,0.966,0.32,-0.612,0.016488804,0.043611397,0.036119654,0.009314666,0.010864412,0.018497182,0.100871543,0.022935854,0.003748739,0.004900947,0.009421766,0.016207763,0.132362693,0.664454272,0,-0.00580762,-0.002989831,0.004341772,0.00444544,-8.96E-06,0.00898654,-0.0049714,0.00553178,-0.0009479,-0.014030897,0.019799446,-0.005820453,-0.003920708,0.002600711,0.002621233,0.002361223,0.003567891,-0.007152815,-0.037390389,0,0,-0.064538521,0,0,0.042355484,0.010121985,0.024426508,-0.045316316,0.001938134,-0.046924738,-0.026162427,0.005014607,0.012674857,-0.509,-0.303,0.651,-0.692,-1.448,2.072,0.441,2.081,-1.513,0.006977555,0.006490474,0.006887223,0.030428011,0.004690327,0.008778093,0.023747741,0.01217797,0.01982285,0.000638988,0.006090836,0.012196457,0.001425278,0.006033123,0.000617013,0.016117272,-0.008041052,-0.019136968,-0.20136756,0.134142254,0.006949298,-0.204387497,0.162568155,0.006717402,0.002524112,-0.003511771,-0.00053539,-0.006636398,0.006173405,-0.004809087,0.00655188,0.008927805,0.007551195,0.002260783,-0.002212734,-0.003652494
-0.131665588,0.010050336,0.01036932,0.003267473,0.015839557,0.007790552,-1.40E-06,-0.060231366,-0.068992871,-0.003286877,-0.002471193,-0.00253822,1.031,0.754,-0.171,0.0084496,0.017615519,0.024869426,-0.005616566,0.010230349,0.010859133,0.021586655,0.011075194,-9.54E-05,-0.003447265,0.010174253,0.006676163,0.52770571,0.132362693,0.664454272,-0.001444044,-0.00580762,-0.002989831,-0.0104023,0.00444544,-8.96E-06,0.00399918,-0.0049714,0.00553178,-0.010907742,-0.014030897,0.019799446,-0.002602473,-0.003920708,0.002600711,-0.005922078,0.002361223,0.003567891,-0.027148132,-0.037390389,0,0,-0.064538521,0,0.041608945,0.042355484,0.010121985,-0.041034751,-0.045316316,0.001938134,-0.026487461,-0.026162427,0.005014607,0.966,-0.509,-0.303,0.32,-0.692,-1.448,-0.612,0.441,2.081,0.016488804,0.006977555,0.006490474,0.043611397,0.030428011,0.004690327,0.036119654,0.023747741,0.01217797,0.009314666,0.000638988,0.006090836,0.010864412,0.001425278,0.006033123,0.018497182,0.016117272,-0.008041052,0.100871543,-0.20136756,0.134142254,0.022935854,-0.204387497,0.162568155,0.003748739,0.002524112,-0.003511771,0.004900947,-0.006636398,0.006173405,0.009421766,0.00655188,0.008927805,0.016207763,0.002260783,-0.002212734
0.787405643,0.001313423,-0.005928119,-0.005899923,0.007552831,-0.001328014,0.003550998,0.032764241,0.068992871,0.009716661,-0.059755583,0.017898903,-0.541,-0.164,4.82,0.000723358,-0.016835879,0.027159665,-0.000381928,-0.001401825,-0.014276938,0.060574736,0.009382322,-0.004873169,0.000635028,0.008046517,0.00870387,-0.131665588,0.52770571,0.132362693,0.010050336,-0.001444044,-0.00580762,0.01036932,-0.0104023,0.00444544,0.00326747,0.00399918,-0.0049714,0.015839557,-0.010907742,-0.014030897,0.007790552,-0.002602473,-0.003920708,-1.40E-06,-0.005922078,0.002361223,-0.060231366,-0.027148132,-0.037390389,-0.068992871,0,-0.064538521,-0.003286877,0.041608945,0.042355484,-0.002471193,-0.041034751,-0.045316316,-0.00253822,-0.026487461,-0.026162427,1.031,0.966,-0.509,0.754,0.32,-0.692,-0.171,-0.612,0.441,0.0084496,0.016488804,0.006977555,0.017615519,0.043611397,0.030428011,0.024869426,0.036119654,0.023747741,-0.005616566,0.009314666,0.000638988,0.010230349,0.010864412,0.001425278,0.010859133,0.018497182,0.016117272,0.021586655,0.100871543,-0.20136756,0.011075194,0.022935854,-0.204387497,-9.54E-05,0.003748739,0.002524112,-0.003447265,0.004900947,-0.006636398,0.010174253,0.009421766,0.00655188,0.006676163,0.016207763,0.002260783
0.130633591,-0.007135423,0.004399892,-0.000971177,-0.007547905,-0.003875128,-0.002366865,0.068301919,0.064538521,0.014473292,-0.027693588,0.043396351,-0.4,-0.265,1.438,0.01135863,0.026098231,-0.000840955,0.025815082,0.006192321,0.037816406,0.045186594,0.088018439,0.002197037,0.003764005,0.005457855,-0.001419096,0.787405643,-0.131665588,0.52770571,0.001313423,0.010050336,-0.001444044,-0.0059281,0.01036932,-0.0104023,-0.0058999,0.00326747,0.00399918,0.007552831,0.015839557,-0.010907742,-0.001328014,0.007790552,-0.002602473,0.003550998,-1.40E-06,-0.005922078,0.032764241,-0.060231366,-0.027148132,0.068992871,-0.068992871,0,0.009716661,-0.003286877,0.041608945,-0.059755583,-0.002471193,-0.041034751,0.017898903,-0.00253822,-0.026487461,-0.541,1.031,0.966,-0.164,0.754,0.32,4.82,-0.171,-0.612,0.000723358,0.0084496,0.016488804,-0.016835879,0.017615519,0.043611397,0.027159665,0.024869426,0.036119654,-0.000381928,-0.005616566,0.009314666,-0.001401825,0.010230349,0.010864412,-0.014276938,0.010859133,0.018497182,0.060574736,0.021586655,0.100871543,0.009382322,0.011075194,0.022935854,-0.004873169,-9.54E-05,0.003748739,0.000635028,-0.003447265,0.004900947,0.008046517,0.010174253,0.009421766,0.00870387,0.006676163,0.016207763
0.650620382,0.004175075,-0.005873732,0.002440652,-0.016041568,-1.65E-06,0.007067167,0.076580766,0.060624622,-0.021187058,0.029110134,0.006967596,-0.305,-0.331,3.913,0.008418129,-0.010686542,0.020196397,0.000589248,0.01102934,-0.068710346,0.076997004,0.101924969,-0.00110275,-0.005074871,0.003824096,0.016851824,0.130633591,0.787405643,-0.131665588,-0.007135423,0.001313423,0.010050336,0.00439989,-0.0059281,0.01036932,-0.0009712,-0.0058999,0.00326747,-0.007547905,0.007552831,0.015839557,-0.003875128,-0.001328014,0.007790552,-0.002366865,0.003550998,-1.40E-06,0.068301919,0.032764241,-0.060231366,0.064538521,0.068992871,-0.068992871,0.014473292,0.009716661,-0.003286877,-0.027693588,-0.059755583,-0.002471193,0.043396351,0.017898903,-0.00253822,-0.4,-0.541,1.031,-0.265,-0.164,0.754,1.438,4.82,-0.171,0.01135863,0.000723358,0.0084496,0.026098231,-0.016835879,0.017615519,-0.000840955,0.027159665,0.024869426,0.025815082,-0.000381928,-0.005616566,0.006192321,-0.001401825,0.010230349,0.037816406,-0.014276938,0.010859133,0.045186594,0.060574736,0.021586655,0.088018439,0.009382322,0.011075194,0.002197037,-0.004873169,-9.54E-05,0.003764005,0.000635028,-0.003447265,0.005457855,0.008046517,0.010174253,-0.001419096,0.00870387,0.006676163
0.259067502,0.001312141,0.002923979,-0.005311407,0.010902775,0.002559173,-0.002383318,0.098512689,0.111225635,0.008455875,-0.014996004,-0.002192424,2.354,0.141,-1.139,0.005554222,0.025437025,0.003446594,-0.001597977,0.002369816,0.014423327,0.001796485,-0.05884789,-0.000678625,0.001298119,0.001647516,0.011412387,0.650620382,0.130633591,0.787405643,0.004175075,-0.007135423,0.001313423,-0.0058737,0.00439989,-0.0059281,0.00244065,-0.0009712,-0.0058999,-0.016041568,-0.007547905,0.007552831,-1.65E-06,-0.003875128,-0.001328014,0.007067167,-0.002366865,0.003550998,0.076580766,0.068301919,0.032764241,0.060624622,0.064538521,0.068992871,-0.021187058,0.014473292,0.009716661,0.029110134,-0.027693588,-0.059755583,0.006967596,0.043396351,0.017898903,-0.305,-0.4,-0.541,-0.331,-0.265,-0.164,3.913,1.438,4.82,0.008418129,0.01135863,0.000723358,-0.010686542,0.026098231,-0.016835879,0.020196397,-0.000840955,0.027159665,0.000589248,0.025815082,-0.000381928,0.01102934,0.006192321,-0.001401825,-0.068710346,0.037816406,-0.014276938,0.076997004,0.045186594,0.060574736,0.101924969,0.088018439,0.009382322,-0.00110275,0.002197037,-0.004873169,-0.005074871,0.003764005,0.000635028,0.003824096,0.005457855,0.008046517,0.016851824,-0.001419096,0.00870387
0.90148711,-9.35E-05,0.007243139,0.015597475,0.00939407,0.005067886,-2.18E-05,0.020460528,0,0.025887949,-0.052277869,-0.017867156,-0.34,0.384,-2.111,0.004949051,-0.006325742,-0.007318866,0.011731245,0.009521708,0.025332724,-0.010438912,0.007558875,0.003786766,0.003735881,0.002517886,-0.010781398,0.259067502,0.650620382,0.130633591,0.001312141,0.004175075,-0.007135423,0.00292398,-0.0058737,0.00439989,-0.0053114,0.00244065,-0.0009712,0.010902775,-0.016041568,-0.007547905,0.002559173,-1.65E-06,-0.003875128,-0.002383318,0.007067167,-0.002366865,0.098512689,0.076580766,0.068301919,0.111225635,0.060624622,0.064538521,0.008455875,-0.021187058,0.014473292,-0.014996004,0.029110134,-0.027693588,-0.002192424,0.006967596,0.043396351,2.354,-0.305,-0.4,0.141,-0.331,-0.265,-1.139,3.913,1.438,0.005554222,0.008418129,0.01135863,0.025437025,-0.010686542,0.026098231,0.003446594,0.020196397,-0.000840955,-0.001597977,0.000589248,0.025815082,0.002369816,0.01102934,0.006192321,0.014423327,-0.068710346,0.037816406,0.001796485,0.076997004,0.045186594,-0.05884789,0.101924969,0.088018439,-0.000678625,-0.00110275,0.002197037,0.001298119,-0.005074871,0.003764005,0.001647516,0.003824096,0.005457855,0.011412387,0.016851824,-0.001419096
0.511510067,-0.004165028,-0.002967662,-0.015804425,-0.017164728,-0.006379933,-0.004662013,0,0,0.004492763,-0.007800348,0.003835281,-0.886,-1.036,-1.672,0.013086329,0.022388003,0.034672037,0.001472099,0.012830931,-0.035527715,0.070097758,0.055588353,-0.000150345,-0.00138299,0.009434834,-0.000853164,0.90148711,0.259067502,0.650620382,-9.35E-05,0.001312141,0.004175075,0.00724314,0.00292398,-0.0058737,0.01559748,-0.0053114,0.00244065,0.00939407,0.010902775,-0.016041568,0.005067886,0.002559173,-1.65E-06,-2.18E-05,-0.002383318,0.007067167,0.020460528,0.098512689,0.076580766,0,0.111225635,0.060624622,0.025887949,0.008455875,-0.021187058,-0.052277869,-0.014996004,0.029110134,-0.017867156,-0.002192424,0.006967596,-0.34,2.354,-0.305,0.384,0.141,-0.331,-2.111,-1.139,3.913,0.004949051,0.005554222,0.008418129,-0.006325742,0.025437025,-0.010686542,-0.007318866,0.003446594,0.020196397,0.011731245,-0.001597977,0.000589248,0.009521708,0.002369816,0.01102934,0.025332724,0.014423327,-0.068710346,-0.010438912,0.001796485,0.076997004,0.007558875,-0.05884789,0.101924969,0.003786766,-0.000678625,-0.00110275,0.003735881,0.001298119,-0.005074871,0.002517886,0.001647516,0.003824096,-0.010781398,0.011412387,0.016851824
0.508906951,0.002673087,-0.001476979,0.005150002,-0.005468644,-6.39E-06,0.009259325,0,0,-0.019521428,0.028499675,0.008929933,0.045,2.103,-1.691,0.008409714,0.017360008,-0.001850509,0.010335458,0.009168123,0.038335482,0.016411485,-0.0201961,-0.003137146,-0.003585997,0.011029841,0.02567203,0.511510067,0.90148711,0.259067502,-0.004165028,-9.35E-05,0.001312141,-0.0029677,0.00724314,0.00292398,-0.0158044,0.01559748,-0.0053114,-0.017164728,0.00939407,0.010902775,-0.006379933,0.005067886,0.002559173,-0.004662013,-2.18E-05,-0.002383318,0,0.020460528,0.098512689,0,0,0.111225635,0.004492763,0.025887949,0.008455875,-0.007800348,-0.052277869,-0.014996004,0.003835281,-0.017867156,-0.002192424,-0.886,-0.34,2.354,-1.036,0.384,0.141,-1.672,-2.111,-1.139,0.013086329,0.004949051,0.005554222,0.022388003,-0.006325742,0.025437025,0.034672037,-0.007318866,0.003446594,0.001472099,0.011731245,-0.001597977,0.012830931,0.009521708,0.002369816,-0.035527715,0.025332724,0.014423327,0.070097758,-0.010438912,0.001796485,0.055588353,0.007558875,-0.05884789,-0.000150345,0.003786766,-0.000678625,-0.00138299,0.003735881,0.001298119,0.009434834,0.002517886,0.001647516,-0.000853164,-0.010781398,0.011412387
-0.126984144,0.002608232,0.008442066,-0.003713278,0.012134889,0.003760122,-0.001227154,-0.03376363,-0.054067221,-0.005241363,0.016203798,-0.01850775,1.647,-2.226,0.934,0.001893688,0.024504774,0.025161358,-0.01216057,-0.004139373,-0.005429,0.064694453,-0.026616904,0.002855268,0.003913696,0.01163151,0.007189581,0.508906951,0.511510067,0.90148711,0.002673087,-0.004165028,-9.35E-05,-0.001477,-0.0029677,0.00724314,0.00515,-0.0158044,0.01559748,-0.005468644,-0.017164728,0.00939407,-6.39E-06,-0.006379933,0.005067886,0.009259325,-0.004662013,-2.18E-05,0,0,0.020460528,0,0,0,-0.019521428,0.004492763,0.025887949,0.028499675,-0.007800348,-0.052277869,0.008929933,0.003835281,-0.017867156,0.045,-0.886,-0.34,2.103,-1.036,0.384,-1.691,-1.672,-2.111,0.008409714,0.013086329,0.004949051,0.017360008,0.022388003,-0.006325742,-0.001850509,0.034672037,-0.007318866,0.010335458,0.001472099,0.011731245,0.009168123,0.012830931,0.009521708,0.038335482,-0.035527715,0.025332724,0.016411485,0.070097758,-0.010438912,-0.0201961,0.055588353,0.007558875,-0.003137146,-0.000150345,0.003786766,-0.003585997,-0.00138299,0.003735881,0.011029841,0.009434834,0.002517886,0.02567203,-0.000853164,-0.010781398
